Geneid	Chr	Start	End	Strand	Length	HFe_d5_rep1	HFe_d5_rep2	HFe_d5_rep3	LFe_d5_rep1	LFe_d5_rep2	MFe_d5_rep1	MFe_d5_rep2
Tery_3051	CP000393.1	4709746	4710918	-	1173	523	804	664	365	593	737	335
Tery_3052	CP000393.1	4711163	4711555	-	393	325	428	364	238	329	405	220
Tery_3053	CP000393.1	4712276	4713025	-	750	173	303	277	191	357	220	165
Tery_3054	CP000393.1	4713252	4713545	+	294	2849	5563	4610	2363	4861	3973	2547
Tery_3055	CP000393.1	4715752	4716162	-	411	1	0	0	1	0	0	0
Tery_3056	CP000393.1	4716239	4716598	-	360	0	0	0	0	0	0	0
Tery_3061	CP000393.1	4720723	4721199	+	477	124	125	156	2	3	22	42
Tery_3062	CP000393.1	4721367	4721714	+	348	114	116	119	7	10	24	28
Tery_3063	CP000393.1	4722059	4722535	+	477	96	130	147	4	9	16	34
Tery_3064	CP000393.1	4722704	4723204	+	501	361	342	359	33	21	59	95
Tery_3065	CP000393.1	4723643	4724131	-	489	7	22	15	2	8	2	7
Tery_3066	CP000393.1	4724659	4726017	-	1359	847	1288	1113	594	1055	1131	617
Tery_3067	CP000393.1	4726162	4726524	-	363	316	580	449	269	587	404	257
Tery_3068	CP000393.1	4726584	4726895	-	312	525	800	683	493	706	833	447
Tery_3069	CP000393.1	4727503	4728078	+	576	249	322	440	192	373	220	282
Tery_3071	CP000393.1	4729275	4729517	+	243	0	0	1	0	1	0	1
Tery_3072	CP000393.1	4729568	4729690	-	123	0	1	1	0	1	1	1
Tery_3074	CP000393.1	4730371	4731057	+	687	0	3	1	0	1	2	2
Tery_3075	CP000393.1	4731692	4734034	+	2343	206	314	233	208	246	373	173
Tery_3077	CP000393.1	4735788	4736474	+	687	0	1	2	1	2	2	1
Tery_3078	CP000393.1	4736843	4737214	+	372	1	3	0	0	1	2	1
Tery_3081	CP000393.1	4738563	4738844	+	282	0	1	1	0	2	0	0
Tery_3082	CP000393.1	4738906	4739259	+	354	9	11	19	5	11	7	8
Tery_3084	CP000393.1	4740245	4740814	+	570	1	3	0	3	3	0	0
Tery_3086	CP000393.1	4741371	4741469	-	99	1	0	1	0	0	0	0
Tery_3087	CP000393.1	4741546	4741773	+	228	2	1	2	0	0	2	1
Tery_3089	CP000393.1	4742285	4742875	-	591	4	10	2	4	4	5	7
Tery_3090	CP000393.1	4743185	4743406	+	222	3	0	0	0	0	0	0
Tery_3091	CP000393.1	4743514	4743924	+	411	0	0	0	0	0	0	0
Tery_3093	CP000393.1	4745392	4745751	+	360	0	0	0	0	0	0	0
Tery_3094	CP000393.1	4745766	4746002	+	237	0	1	1	0	0	0	0
Tery_3095	CP000393.1	4746357	4746590	-	234	1	2	1	0	0	0	0
Tery_3096	CP000393.1	4747353	4747733	-	381	57	130	117	60	117	80	67
Tery_3097	CP000393.1	4748804	4749043	-	240	25	67	49	20	73	53	36
Tery_3098	CP000393.1	4749656	4750912	+	1257	2851	5812	4983	1371	3777	4219	2451
Tery_3101	CP000393.1	4752054	4752290	+	237	65	84	124	29	77	36	41
Tery_3102	CP000393.1	4752782	4753627	+	846	2051	2989	2796	1244	1660	2735	1423
Tery_3103	CP000393.1	4753670	4755760	+	2091	1319	2507	2246	840	1816	1751	1167
Tery_3104	CP000393.1	4755891	4756787	+	897	693	1335	1148	352	600	1208	508
Tery_3105	CP000393.1	4756817	4757791	+	975	465	937	902	315	679	548	494
Tery_3106	CP000393.1	4757984	4759504	+	1521	606	1166	1082	388	742	849	542
Tery_3107	CP000393.1	4759501	4759875	+	375	132	275	275	74	179	170	114
Tery_3108	CP000393.1	4760034	4760792	+	759	504	1014	852	251	427	1009	557
Tery_3109	CP000393.1	4760789	4761421	+	633	294	761	744	156	398	480	357
Tery_3110	CP000393.1	4761458	4762408	+	951	403	751	820	187	489	567	441
Tery_3111	CP000393.1	4763040	4763267	-	228	11	13	10	9	17	7	1
Tery_3112	CP000393.1	4763264	4763446	-	183	7	6	6	5	5	3	3
Tery_3113	CP000393.1	4763463	4763576	-	114	1	2	1	1	3	7	2
Tery_3114	CP000393.1	4763758	4764078	+	321	10	13	12	6	6	1	1
Tery_3115	CP000393.1	4764454	4767726	+	3273	454	675	560	413	646	782	399
Tery_3116	CP000393.1	4767726	4768157	+	432	9	24	23	7	16	11	23
Tery_3117	CP000393.1	4768222	4771032	+	2811	79	87	70	70	83	86	53
Tery_3118	CP000393.1	4771165	4774362	+	3198	9	17	20	6	18	20	12
Tery_3119	CP000393.1	4774821	4776155	-	1335	187	286	276	59	130	219	148
Tery_3121	CP000393.1	4777278	4778384	-	1107	885	1442	1206	519	735	1507	715
Tery_3122	CP000393.1	4778563	4779531	-	969	449	988	777	291	633	749	484
Tery_3123	CP000393.1	4779572	4780357	-	786	327	844	614	240	559	597	471
Tery_3124	CP000393.1	4780564	4781691	-	1128	1138	2038	1724	662	993	1977	955
Tery_3125	CP000393.1	4781715	4782821	-	1107	1461	2664	2712	789	1920	1492	1789
Tery_3126	CP000393.1	4782899	4783945	+	1047	324	779	699	312	498	784	475
Tery_3129	CP000393.1	4785801	4785935	+	135	4	4	5	1	4	3	0
Tery_3130	CP000393.1	4786133	4787272	+	1140	1002	1669	1355	630	1027	1719	817
Tery_3131	CP000393.1	4787592	4788803	+	1212	821	1572	1276	564	993	1618	690
Tery_3132	CP000393.1	4788951	4789370	+	420	98	201	191	56	153	172	113
Tery_3133	CP000393.1	4789405	4790532	+	1128	258	501	499	185	452	342	241
Tery_3134	CP000393.1	4790916	4791674	+	759	548	1327	1166	457	1127	1242	723
Tery_3135	CP000393.1	4791695	4792447	+	753	1206	2302	2138	1102	2297	2214	1435
Tery_3136	CP000393.1	4792607	4793767	+	1161	262	522	506	206	496	386	264
Tery_3137	CP000393.1	4793980	4794276	-	297	0	0	1	0	0	0	0
Tery_3138	CP000393.1	4794458	4794595	+	138	0	3	1	1	4	5	1
Tery_3139	CP000393.1	4794588	4794974	+	387	5	12	6	5	8	8	3
Tery_3140	CP000393.1	4795204	4796496	-	1293	135	231	181	104	131	200	91
Tery_3141	CP000393.1	4797198	4797383	-	186	4	7	5	9	8	6	1
Tery_3142	CP000393.1	4798051	4798185	-	135	0	0	0	0	0	0	0
Tery_3143	CP000393.1	4800164	4800823	+	660	257	534	449	278	499	539	235
Tery_3144	CP000393.1	4801313	4801606	+	294	29	41	49	30	62	25	28
Tery_3145	CP000393.1	4802150	4802965	-	816	13	12	13	13	9	13	9
Tery_3146	CP000393.1	4802958	4803362	-	405	5	13	12	7	15	14	17
Tery_3147	CP000393.1	4803403	4804665	-	1263	61	74	53	51	62	110	51
Tery_3148	CP000393.1	4804738	4806717	-	1980	77	129	113	81	109	196	91
Tery_3149	CP000393.1	4806789	4807400	-	612	19	58	44	21	46	54	36
Tery_3150	CP000393.1	4807381	4808442	-	1062	45	50	41	33	61	65	31
Tery_3151	CP000393.1	4808487	4810391	-	1905	107	117	132	109	163	171	101
Tery_3152	CP000393.1	4810705	4811034	-	330	134	245	183	117	185	248	111
Tery_R0030	CP000393.1	4812963	4813033	-	71	218	83	308	374	325	120	2041
Tery_3155	CP000393.1	4813106	4816624	-	3519	999	1507	1451	655	1438	1006	873
Tery_3156	CP000393.1	4818736	4819386	+	651	266	419	369	176	342	256	179
Tery_3157	CP000393.1	4820301	4822412	-	2112	391	665	617	174	341	626	335
Tery_3158	CP000393.1	4823098	4824900	-	1803	693	1142	984	446	885	1023	567
Tery_3159	CP000393.1	4824904	4825479	-	576	115	193	172	53	112	222	94
Tery_3160	CP000393.1	4826057	4826836	-	780	214	371	405	156	317	398	219
Tery_3161	CP000393.1	4827852	4828892	-	1041	490	860	837	335	626	526	450
Tery_3162	CP000393.1	4829515	4830492	+	978	1156	2194	1810	1032	1914	1931	1168
Tery_3163	CP000393.1	4830526	4831443	+	918	1684	3740	2916	1530	3035	2050	1845
Tery_3164	CP000393.1	4831666	4832373	+	708	1122	2639	1771	865	1885	1427	1093
Tery_3165	CP000393.1	4832651	4833178	+	528	492	871	772	418	851	606	413
Tery_3166	CP000393.1	4834389	4834616	+	228	70	100	121	53	98	91	45
Tery_3167	CP000393.1	4835143	4836300	-	1158	1483	3132	2256	958	1623	2372	1235
Tery_3168	CP000393.1	4836721	4836969	-	249	72	156	129	55	110	112	77
Tery_3169	CP000393.1	4837154	4838047	-	894	535	1069	874	335	689	974	524
Tery_3170	CP000393.1	4838318	4839355	-	1038	9	21	26	10	19	11	22
Tery_3171	CP000393.1	4839782	4841212	-	1431	2000	3460	2791	1788	2025	3409	1921
Tery_3173	CP000393.1	4845808	4846593	-	786	391	627	585	178	391	289	295
Tery_R0031	CP000393.1	4846872	4846955	-	84	785	146	796	684	771	490	4931
Tery_3174	CP000393.1	4847767	4848852	-	1086	429	493	463	400	644	449	279
Tery_3175	CP000393.1	4849313	4849498	+	186	35	80	72	36	53	50	27
Tery_3177	CP000393.1	4850499	4851890	+	1392	1720	3685	2970	1501	3278	2671	1920
Tery_3179	CP000393.1	4854323	4855660	-	1338	1374	1657	1348	903	1583	1273	757
Tery_3180	CP000393.1	4857113	4858342	-	1230	77	119	96	65	84	107	45
Tery_3181	CP000393.1	4860319	4862109	+	1791	205	250	214	216	255	285	152
Tery_3182	CP000393.1	4863543	4864007	+	465	348	547	529	275	479	391	317
Tery_3183	CP000393.1	4864218	4864865	-	648	2744	6103	5811	2254	5292	4501	3015
Tery_3184	CP000393.1	4865769	4866434	+	666	188	304	298	169	368	146	175
Tery_3185	CP000393.1	4866532	4867038	-	507	232	514	410	213	292	651	308
Tery_3187	CP000393.1	4868630	4869316	+	687	18	32	38	13	31	17	19
Tery_3188	CP000393.1	4869558	4872089	-	2532	519	773	702	451	770	617	417
Tery_3189	CP000393.1	4873124	4873363	+	240	280	593	449	262	588	386	296
Tery_3190	CP000393.1	4873372	4874109	+	738	451	870	655	367	824	539	403
Tery_3191	CP000393.1	4874834	4875961	-	1128	426	808	670	319	603	680	329
Tery_3192	CP000393.1	4876981	4880268	-	3288	143	234	173	109	203	205	131
Tery_3193	CP000393.1	4882297	4883631	+	1335	1103	1659	1247	835	1252	1420	787
Tery_3194	CP000393.1	4883740	4883856	+	117	2410	3746	4379	1798	2915	6018	2969
Tery_3195	CP000393.1	4884647	4887262	+	2616	690	1109	1123	617	1094	883	720
Tery_3196	CP000393.1	4888424	4888987	+	564	85	108	118	33	91	73	58
Tery_3198	CP000393.1	4890616	4891140	+	525	73	152	130	45	67	166	80
Tery_3199	CP000393.1	4891995	4892129	+	135	4	5	14	1	6	7	11
Tery_3201	CP000393.1	4894253	4894786	-	534	18	29	39	9	26	23	35
Tery_3203	CP000393.1	4896943	4897173	-	231	7	8	13	1	6	7	6
Tery_3205	CP000393.1	4899215	4901035	+	1821	675	981	807	557	770	942	519
Tery_3206	CP000393.1	4901297	4903483	+	2187	173	289	212	135	217	289	153
Tery_3208	CP000393.1	4905458	4906150	+	693	120	239	217	90	184	217	140
Tery_3209	CP000393.1	4906362	4906925	-	564	82	147	122	76	131	117	61
Tery_3210	CP000393.1	4907277	4908824	-	1548	201	353	424	174	444	276	354
Tery_3211	CP000393.1	4909005	4910381	+	1377	109	240	210	127	286	312	129
Tery_3212	CP000393.1	4910934	4912403	+	1470	725	1283	919	683	951	1318	542
Tery_3213	CP000393.1	4913653	4917567	+	3915	222	364	294	195	313	324	209
Tery_3214	CP000393.1	4917942	4919216	+	1275	47	100	104	28	63	99	56
Tery_3215	CP000393.1	4919588	4920166	+	579	256	551	393	240	376	534	261
Tery_3216	CP000393.1	4920861	4922648	+	1788	14	32	30	12	10	22	14
Tery_3218	CP000393.1	4924188	4925303	-	1116	70	91	104	50	70	95	55
Tery_3219	CP000393.1	4925465	4926214	+	750	68	93	89	72	128	59	55
Tery_3220	CP000393.1	4926405	4926776	-	372	4	3	1	3	9	8	5
Tery_3221	CP000393.1	4927313	4927558	-	246	7	7	16	5	17	6	3
Tery_3222	CP000393.1	4928195	4929331	-	1137	179	341	212	440	737	758	417
Tery_3223	CP000393.1	4929944	4931611	+	1668	29	67	32	58	79	78	32
Tery_3224	CP000393.1	4932298	4936287	-	3990	4951	7984	6714	3827	4310	11414	3890
Tery_3225	CP000393.1	4937986	4938924	-	939	116	179	116	80	212	193	95
Tery_3227	CP000393.1	4940563	4940898	-	336	15	28	20	15	31	29	16
Tery_3228	CP000393.1	4941201	4942649	+	1449	26	52	35	42	44	54	34
Tery_3229	CP000393.1	4943408	4944664	+	1257	412	843	601	420	548	810	371
Tery_3230	CP000393.1	4945576	4946556	-	981	14	33	17	28	28	33	12
Tery_3231	CP000393.1	4946700	4947848	-	1149	22	29	17	11	29	22	15
Tery_3232	CP000393.1	4947996	4949144	-	1149	6	6	12	0	5	9	6
Tery_3235	CP000393.1	4951721	4953925	+	2205	503	742	672	485	715	740	451
Tery_3236	CP000393.1	4953926	4954645	-	720	116	151	154	60	130	137	93
Tery_3237	CP000393.1	4954707	4955846	-	1140	256	408	415	208	337	336	211
Tery_3238	CP000393.1	4955862	4957973	-	2112	247	415	360	183	351	298	185
Tery_3239	CP000393.1	4958128	4960995	-	2868	701	951	801	642	886	840	572
Tery_3240	CP000393.1	4962813	4963391	-	579	225	398	322	152	313	317	173
Tery_3241	CP000393.1	4964016	4965701	-	1686	1548	2854	2675	1921	3294	2730	1853
Tery_3242	CP000393.1	4966377	4966664	-	288	1605	2621	3214	794	1656	2232	2090
Tery_3243	CP000393.1	4966841	4967251	-	411	664	1508	1395	323	682	1405	848
Tery_3244	CP000393.1	4968019	4971612	-	3594	818	1241	939	687	814	1139	582
Tery_3246	CP000393.1	4977493	4980810	-	3318	1112	1551	1128	1065	1380	1543	882
Tery_3247	CP000393.1	4980978	4981496	-	519	315	462	495	190	468	291	390
Tery_3248	CP000393.1	4981509	4981874	-	366	183	303	285	152	321	246	212
Tery_3249	CP000393.1	4982580	4983797	-	1218	882	1400	1176	778	1564	958	844
Tery_3250	CP000393.1	4984322	4986061	+	1740	1024	1511	1219	832	1303	1251	852
Tery_3251	CP000393.1	4986242	4987276	-	1035	482	786	651	667	1039	660	418
Tery_3252	CP000393.1	4988286	4988864	-	579	370	571	423	281	588	345	265
Tery_3253	CP000393.1	4989560	4991563	+	2004	814	1137	1034	819	1114	1356	755
Tery_3254	CP000393.1	4991854	4992558	-	705	286	402	345	217	460	358	240
Tery_3255	CP000393.1	4994117	4994503	+	387	68	132	113	49	94	168	86
Tery_3256	CP000393.1	4995185	4996342	+	1158	115	179	183	82	240	163	111
Tery_3257	CP000393.1	4996789	4997070	+	282	10	4	8	11	10	9	16
Tery_3259	CP000393.1	4997785	4998891	-	1107	97	132	79	122	126	143	73
Tery_3260	CP000393.1	4998864	5000168	-	1305	305	522	608	340	703	386	402
Tery_3262	CP000393.1	5001755	5004514	+	2760	341	431	315	356	436	323	219
Tery_3263	CP000393.1	5004796	5005458	+	663	58	113	73	44	61	98	54
Tery_3264	CP000393.1	5006154	5008349	+	2196	88	102	101	81	82	145	68
Tery_3265	CP000393.1	5008408	5010945	-	2538	8	21	18	10	16	16	8
Tery_3266	CP000393.1	5011083	5015132	-	4050	338	475	352	392	683	284	326
Tery_3267	CP000393.1	5016071	5016322	-	252	13	24	19	11	24	9	10
Tery_3268	CP000393.1	5016574	5017668	+	1095	1032	2288	1891	1036	1860	2495	1347
Tery_3269	CP000393.1	5018088	5018741	+	654	121	293	228	123	215	225	151
Tery_3270	CP000393.1	5018841	5019143	+	303	2879	4641	4017	1818	3361	5139	2936
Tery_3271	CP000393.1	5019344	5019673	-	330	148	267	291	157	289	203	171
Tery_3272	CP000393.1	5019714	5020295	+	582	139	227	208	110	202	178	151
Tery_3273	CP000393.1	5020859	5022115	-	1257	172	446	295	199	402	535	260
Tery_3274	CP000393.1	5022189	5023211	-	1023	161	419	372	142	240	544	281
Tery_3275	CP000393.1	5024023	5025174	-	1152	236	495	366	203	413	457	249
Tery_3276	CP000393.1	5026980	5027939	-	960	73	124	105	77	118	122	71
Tery_3277	CP000393.1	5028950	5030623	-	1674	247	321	236	224	278	381	143
Tery_3278	CP000393.1	5030998	5032506	+	1509	605	884	716	406	814	652	464
Tery_3279	CP000393.1	5033087	5034139	+	1053	317	529	415	288	544	407	264
Tery_3280	CP000393.1	5034589	5035557	+	969	66	83	91	54	112	60	51
Tery_3281	CP000393.1	5036534	5037580	-	1047	102	274	217	79	202	268	125
Tery_3282	CP000393.1	5038438	5039751	+	1314	1704	2107	2202	1470	2521	2250	1689
Tery_3283	CP000393.1	5040182	5040490	+	309	1783	4945	3558	1320	2386	3804	2625
Tery_3284	CP000393.1	5041433	5042443	-	1011	2181	5420	4145	1791	3900	5622	2871
Tery_3286	CP000393.1	5042852	5043283	-	432	597	1464	1339	719	1683	1320	1095
Tery_3287	CP000393.1	5043365	5043718	-	354	979	1967	2204	837	2199	1346	1569
Tery_3289	CP000393.1	5045953	5046927	+	975	122	241	234	94	207	267	170
Tery_3292	CP000393.1	5050039	5050533	-	495	60	91	63	50	72	62	45
Tery_3293	CP000393.1	5050838	5052073	-	1236	394	725	650	360	459	960	562
Tery_3294	CP000393.1	5052127	5053260	-	1134	69	123	114	67	119	111	67
Tery_3295	CP000393.1	5053846	5054205	-	360	71	111	80	74	170	97	49
Tery_3296	CP000393.1	5055023	5057077	-	2055	657	1171	1081	831	1379	1624	695
Tery_3297	CP000393.1	5057858	5058589	+	732	405	503	430	327	427	549	246
Tery_3298	CP000393.1	5058586	5059836	+	1251	325	732	676	308	679	429	389
Tery_3301	CP000393.1	5062119	5064692	-	2574	506	881	939	419	801	632	504
Tery_3302	CP000393.1	5064988	5066241	-	1254	741	1320	1114	725	1327	1166	801
Tery_3303	CP000393.1	5066444	5066794	-	351	508	956	655	407	665	921	422
Tery_3304	CP000393.1	5067364	5067738	+	375	750	1270	1187	724	1189	1481	1009
Tery_3305	CP000393.1	5068307	5070214	+	1908	868	2096	1952	675	1721	1375	1584
Tery_3306	CP000393.1	5070385	5071044	+	660	3406	7596	5858	3028	7129	4567	3654
Tery_3307	CP000393.1	5073506	5075638	-	2133	891	1684	1452	689	1334	1126	932
Tery_3310	CP000393.1	5078383	5078529	+	147	7	20	16	8	17	7	9
Tery_3311	CP000393.1	5080582	5080959	+	378	2023	3940	3035	2041	2951	4819	2012
Tery_3312	CP000393.1	5081445	5081774	+	330	1739	4344	2928	1520	3068	3775	1853
Tery_3313	CP000393.1	5082229	5083074	+	846	741	1455	1020	686	1402	1063	710
Tery_3314	CP000393.1	5083976	5087698	-	3723	1380	2480	1903	1600	1832	2918	1155
Tery_3315	CP000393.1	5088134	5089090	-	957	104	126	107	61	124	110	70
Tery_3317	CP000393.1	5091101	5092510	+	1410	86	137	111	81	167	93	63
Tery_3318	CP000393.1	5092619	5093524	+	906	91	163	162	96	220	89	90
Tery_3319	CP000393.1	5093799	5094323	+	525	466	779	650	421	858	734	543
Tery_3320	CP000393.1	5094327	5095154	+	828	183	256	231	207	375	306	217
Tery_3321	CP000393.1	5095641	5096858	+	1218	271	416	352	190	369	274	198
Tery_3322	CP000393.1	5096954	5098195	+	1242	251	424	391	233	451	258	283
Tery_3323	CP000393.1	5098445	5099041	+	597	73	143	106	82	99	87	61
Tery_3324	CP000393.1	5099412	5099816	+	405	27	27	13	19	21	8	14
Tery_3325	CP000393.1	5100035	5101573	-	1539	145	197	125	91	143	179	96
Tery_3326	CP000393.1	5102936	5103706	+	771	12	38	39	18	44	41	17
Tery_3327	CP000393.1	5103723	5104544	+	822	41	79	74	45	80	79	39
Tery_3328	CP000393.1	5104602	5105507	+	906	123	276	183	209	285	261	148
Tery_3329	CP000393.1	5105557	5108871	+	3315	261	333	240	220	293	347	147
Tery_3330	CP000393.1	5108871	5109995	+	1125	67	127	93	90	118	89	83
Tery_3331	CP000393.1	5110069	5111208	+	1140	14	18	16	9	17	27	19
Tery_3332	CP000393.1	5111276	5112709	+	1434	40	48	40	30	43	65	27
Tery_3333	CP000393.1	5113305	5113694	+	390	25	57	59	33	55	43	48
Tery_3334	CP000393.1	5113872	5115197	+	1326	80	164	146	78	123	119	117
Tery_3335	CP000393.1	5115330	5116049	+	720	23	27	30	25	47	45	27
Tery_3336	CP000393.1	5116118	5118019	+	1902	46	105	93	27	71	78	38
Tery_3337	CP000393.1	5118461	5120449	+	1989	40	65	51	23	44	29	45
Tery_3338	CP000393.1	5120787	5121026	-	240	11	32	11	12	16	15	15
Tery_3339	CP000393.1	5121072	5121512	-	441	40	79	50	23	83	37	45
Tery_3340	CP000393.1	5123128	5123364	-	237	1	0	1	1	0	2	3
Tery_3341	CP000393.1	5123596	5123823	-	228	3	10	4	1	6	3	5
Tery_3342	CP000393.1	5124169	5126037	-	1869	48	68	70	28	50	70	50
Tery_3343	CP000393.1	5126976	5127344	-	369	56	122	107	55	91	174	58
Tery_3344	CP000393.1	5128019	5128288	-	270	293	625	500	244	582	408	314
Tery_3345	CP000393.1	5128555	5130444	-	1890	116	189	161	108	211	152	101
Tery_3347	CP000393.1	5133312	5133779	+	468	209	456	343	238	328	495	189
Tery_3348	CP000393.1	5134666	5136087	+	1422	65	131	59	103	104	135	52
Tery_3349	CP000393.1	5136368	5136703	+	336	73	161	114	60	90	146	67
Tery_3350	CP000393.1	5136706	5139645	+	2940	269	361	284	250	345	386	211
Tery_3351	CP000393.1	5140081	5142144	-	2064	233	301	270	339	329	447	213
Tery_3352	CP000393.1	5142563	5143429	-	867	56	101	89	72	135	105	73
Tery_3353	CP000393.1	5143673	5144509	+	837	1065	2590	2759	729	1983	1308	1917
Tery_3354	CP000393.1	5145169	5145780	+	612	522	1191	900	495	969	1195	631
Tery_3355	CP000393.1	5146012	5147667	-	1656	64	124	96	40	91	117	43
Tery_3356	CP000393.1	5148724	5149209	+	486	432	1197	841	365	749	801	395
Tery_3357	CP000393.1	5150909	5151526	+	618	152	207	159	85	161	94	65
Tery_R0032	CP000393.1	5151622	5151693	-	72	1190	444	1713	1089	1709	927	5584
Tery_3358	CP000393.1	5152432	5153325	-	894	66	94	71	45	89	74	51
Tery_3359	CP000393.1	5154768	5158232	+	3465	14	32	27	27	28	29	19
Tery_3360	CP000393.1	5158360	5158881	-	522	53	66	65	8	23	18	36
Tery_3361	CP000393.1	5158950	5159195	+	246	0	0	0	0	1	0	1
Tery_3362	CP000393.1	5159222	5159455	-	234	259	225	229	52	149	109	114
Tery_3363	CP000393.1	5159483	5159773	-	291	79	100	80	23	44	78	55
Tery_3364	CP000393.1	5160194	5161171	-	978	117	122	144	33	68	73	60
Tery_3365	CP000393.1	5161453	5161782	-	330	478	485	422	89	372	207	182
Tery_3366	CP000393.1	5161799	5162062	-	264	193	327	331	49	160	339	183
Tery_3367	CP000393.1	5162136	5162609	-	474	272	381	348	70	213	161	149
Tery_3368	CP000393.1	5163224	5164828	-	1605	555	509	534	67	118	248	244
Tery_3369	CP000393.1	5165518	5166480	-	963	633	610	600	158	220	290	246
Tery_3370	CP000393.1	5166936	5167727	+	792	280	412	426	255	405	466	219
Tery_3371	CP000393.1	5168831	5170021	-	1191	139	234	206	141	289	279	143
Tery_3372	CP000393.1	5170315	5170887	-	573	2800	5815	4812	6959	14024	10439	3540
Tery_3373	CP000393.1	5171618	5172202	-	585	154	279	269	225	344	327	188
Tery_3374	CP000393.1	5173187	5174044	-	858	201	293	239	218	357	315	207
Tery_3375	CP000393.1	5174320	5174730	-	411	248	504	334	216	478	359	215
Tery_3376	CP000393.1	5175033	5176229	+	1197	2574	4323	3285	2607	3138	6948	3052
Tery_3377	CP000393.1	5176866	5177915	+	1050	1002	2237	1214	3582	4917	8276	2644
Tery_3379	CP000393.1	5180437	5180688	+	252	3	4	2	3	10	3	3
Tery_3380	CP000393.1	5181207	5183684	+	2478	2568	4359	3351	3125	3997	5741	2422
Tery_3381	CP000393.1	5184694	5184897	-	204	3	7	5	4	17	4	12
Tery_3382	CP000393.1	5186300	5187079	+	780	268	366	374	152	347	270	218
Tery_3383	CP000393.1	5187567	5188373	+	807	492	665	630	354	658	640	386
Tery_3384	CP000393.1	5188430	5188717	+	288	119	200	242	98	224	221	124
Tery_3385	CP000393.1	5189811	5191265	+	1455	11658	26892	25747	8410	15391	28130	15930
Tery_3386	CP000393.1	5191387	5191800	+	414	4516	6475	7428	3167	7209	5864	6253
Tery_3387	CP000393.1	5191797	5192096	-	300	244	420	430	156	395	253	269
Tery_3388	CP000393.1	5192204	5192824	-	621	594	1130	743	441	1005	751	468
Tery_3389	CP000393.1	5193251	5193478	-	228	4282	6775	8949	2914	7346	5503	4806
Tery_3390	CP000393.1	5193904	5195148	+	1245	1813	2993	2373	1577	2917	2337	1489
Tery_3391	CP000393.1	5195561	5196652	-	1092	333	517	437	329	559	407	297
Tery_3392	CP000393.1	5196897	5198582	+	1686	1190	1790	1604	1234	2055	1491	1079
Tery_3393	CP000393.1	5198881	5199489	-	609	222	370	417	135	284	274	222
Tery_3394	CP000393.1	5199678	5201405	-	1728	742	1053	722	609	839	936	465
Tery_3395	CP000393.1	5201657	5202055	-	399	291	491	383	230	510	315	226
Tery_3396	CP000393.1	5202425	5203063	-	639	533	1004	849	396	933	490	491
Tery_3397	CP000393.1	5203295	5204236	+	942	132	200	164	99	124	249	96
Tery_3398	CP000393.1	5204319	5205416	-	1098	104	202	141	147	210	226	83
